n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,A,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,C,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,G,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,G,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,H,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,D,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,L,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,L,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,H,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,H,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,J,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,E,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,L,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,X,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,X,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,X,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,G,1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,B,-1
3,6x6_1,hillclimber,6,2843.867614,34,754,1,755,I,-1
