n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,C,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,D,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,D,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,D,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,K,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,L,1
96,6x6_2,random,6,2.353087,1228,1228,1,,K,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,G,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,A,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,X,1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,B,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,H,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,E,1
96,6x6_2,random,6,2.353087,1228,1228,1,,F,1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,-1
96,6x6_2,random,6,2.353087,1228,1228,1,,J,1
