n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
1,9x9_5,random,9,12.754191,14816,14816,1,,A,1
2,9x9_5,random,9,199.398789,197825,197825,1,,A,1
3,9x9_5,random,9,557.593742,530648,530648,1,,A,1
4,9x9_5,random,9,123.847999,154826,154826,1,,A,1
5,9x9_5,random,9,309.294868,317660,317660,1,,A,1
6,9x9_5,random,9,544.989054,526707,526707,1,,A,1
7,9x9_5,random,9,28.832153,34840,34840,1,,A,1
8,9x9_5,random,9,280.783589,275088,275088,1,,A,1
9,9x9_5,random,9,441.800829,435836,435836,1,,A,1
10,9x9_5,random,9,45.206321,52532,52532,1,,A,1
11,9x9_5,random,9,74.431232,73643,73643,1,,A,1
12,9x9_5,random,9,205.96574,213712,213712,1,,A,1
13,9x9_5,random,9,36.543738,40435,40435,1,,A,1
14,9x9_5,random,9,150.688235,146383,146383,1,,A,1
15,9x9_5,random,9,224.439476,264170,264170,1,,A,1
16,9x9_5,random,9,38.092971,43007,43007,1,,A,1
17,9x9_5,random,9,223.929022,216750,216750,1,,A,1
18,9x9_5,random,9,259.503915,296194,296194,1,,A,1
19,9x9_5,random,9,13.790547,15852,15852,1,,A,1
20,9x9_5,random,9,81.690791,89811,89811,1,,A,1
21,9x9_5,random,9,315.612199,302302,302302,1,,A,1
22,9x9_5,random,9,75.70437,73202,73202,1,,A,1
23,9x9_5,random,9,96.509667,108495,108495,1,,A,1
24,9x9_5,random,9,164.688569,188078,188078,1,,A,1
25,9x9_5,random,9,23.825607,22670,22670,1,,A,1
26,9x9_5,random,9,49.148267,56679,56679,1,,A,1
27,9x9_5,random,9,121.641531,142905,142905,1,,A,1
28,9x9_5,random,9,57.13605,57614,57614,1,,A,1
29,9x9_5,random,9,71.062549,79157,79157,1,,A,1
30,9x9_5,random,9,101.29932,120087,120087,1,,A,1
31,9x9_5,random,9,162.731208,168562,168562,1,,A,1
32,9x9_5,random,9,206.218948,235754,235754,1,,A,1
33,9x9_5,random,9,299.952529,359832,359832,1,,A,1
34,9x9_5,random,9,116.919937,133228,133228,1,,A,1
35,9x9_5,random,9,259.556368,299213,299213,1,,A,1
36,9x9_5,random,9,300.291418,316153,316153,1,,A,1
37,9x9_5,random,9,72.601351,85092,85092,1,,A,1
38,9x9_5,random,9,85.2549,89317,89317,1,,A,1
39,9x9_5,random,9,174.992229,197465,197465,1,,A,1
40,9x9_5,random,9,58.653575,66755,66755,1,,A,1
41,9x9_5,random,9,183.211043,185974,185974,1,,A,1
42,9x9_5,random,9,284.15219,322225,322225,1,,A,1
43,9x9_5,random,9,79.22418,92045,92045,1,,A,1
44,9x9_5,random,9,220.319253,251116,251116,1,,A,1
45,9x9_5,random,9,253.767167,261591,261591,1,,A,1
46,9x9_5,random,9,19.516995,19473,19473,1,,A,1
47,9x9_5,random,9,100.224777,110930,110930,1,,A,1
48,9x9_5,random,9,220.904114,257814,257814,1,,A,1
49,9x9_5,random,9,127.733965,143643,143643,1,,A,1
50,9x9_5,random,9,149.234356,152820,152820,1,,A,1
51,9x9_5,random,9,27.264883,27219,27219,1,,A,1
52,9x9_5,random,9,38.899282,43696,43696,1,,A,1
53,9x9_5,random,9,29.53292,29586,29586,1,,A,1
54,9x9_5,random,9,177.531177,204121,204121,1,,A,1
55,9x9_5,random,9,81.560147,82039,82039,1,,A,1
56,9x9_5,random,9,295.728677,335507,335507,1,,A,1
57,9x9_5,random,9,64.552102,70663,70663,1,,A,1
58,9x9_5,random,9,152.500679,156301,156301,1,,A,1
59,9x9_5,random,9,66.109811,68263,68263,1,,A,1
60,9x9_5,random,9,68.013679,75126,75126,1,,A,1
61,9x9_5,random,9,104.438252,104815,104815,1,,A,1
62,9x9_5,random,9,161.275729,183772,183772,1,,A,1
