n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,X,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,C,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,D,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,G,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,F,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,A,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,B,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,H,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,F,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,K,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,L,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,L,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,L,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,K,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,I,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,I,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,I,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,K,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,K,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,F,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,H,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,H,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,H,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,F,-1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,G,1
1,6x6_2,depthfirst,6,233.412614,26,58668,1,,G,1
