n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
1,9x9_5,hillclimber,9,7224.612101,460,226968,1,226969,T,-1
2,9x9_5,hillclimber,9,13172.008115,385,270665,1,270666,A,1
